NU_INSCRICAO ,NU_NOTA_MT
f3683b4dc8872768f650b7ef93ee908b7b1f2802,469.4899578919853
89fdb2831d7f91f12ed52adfc1bce0c20a5a7162,444.94997711304876
bde392951602e4747e20e8de50d6750c6bb60383,442.5917618793197
c89cb0006f14f357c4a3f491fe641b5f1225c93a,510.28852206277
c5c787c921818bd92b3619e5dcf9bdf7d7b6a9fc,472.3925138606997
1cab6abb1274f6dd1bce885c9a5c91aee4a56eeb,-17.935208349495255
4c87a312ad04cb49920cabd1df43b4ca69a05b07,477.6496242266374
4604bb994de13edf6f29cdf25a501a1b6af7fb07,529.1273880050394
72f558b3ed480ac1af45df79f6669a5a51b760b1,5.592688550605317
79938f605cc7a924dccd0494d64422fe3df8e037,531.6344413485444
4de3087bb9489eec158bc3a2aa3d1b2e6d39b718,508.7298360570899
752577ca35f772809f1429838605f3f6aa87f26e,-19.241724321198305
07490d5a99e94c07b9d6c160770e54954962c9d1,443.7293468468379
e98e90623877891006b10eeaa8329d73a940a944,490.4100278602679
66afdde33a9dee6d1973a402325278c14ac3bb97,422.49363747387565
e1c1607293ded9d7a6d8fba6287239aab67c3963,448.66070472894904
8c21c11e8c626b3864af116e571ed7ffdc10f01b,-11.402628490979993
82734010cf7e33426f639dea0f9985238ef1c3c6,24.497049528313113
f9e1f9607f8c4098fd063f2ae70a54fded864115,31.029629386828375
2ea77ea6dffdf24244154cea23a379049779ecb0,488.60636096422235
47e76f292ad56c5509acbe826b97b0c0b4dbb592,14.03431234524308
3a1e5efd2a12ec2110dd25bbe01809501acb172e,614.0506647050472
6c9edeb10308a1c129e357e1aa25e306f0c3f48f,499.4381013072528
28e47981973460156c9adf622046fcd1f59b4448,460.80932500246837
d1e0a7f57c49561bb8d6a0f651f08cf594b76b1b,594.485843666859
42a41042c4937ca251dcc6ec0e5505b2e7d1fdcf,-10.096112519276929
bb10d36cca75b9a1fe8d55b9aebe2309954045fd,560.8154752127807
26433d494b2edc161b77c57ad9e7633bae44fbc0,476.6441566862482
a9149711e7d9dd776d9d85dbf62b5090545dc7ad,1.0092732401990077
da368ccf70b742a39fdaed13826c429a393b9b67,-14.191115321482343
4785311ec71444d222e2d17a86dc41295e1fd1a8,485.07132687984216
f3f50c391ddc7141819a6c85ef1184455e85b4c6,448.6675752950361
d41ba9bfef49108a5ae139bf2f6648f17cee0b87,429.2986555056464
9a279932fc2d7b2480cc2a80c16e267975be1dd9,14.687570331094605
a64e2a661020c655799a95fbc5455b7f6f8d98aa,426.45088606349157
f11d1405568cc0dcd383c0b2b80614a986c22b46,526.3871497443436
0d5d98238064b1e4c8af91c79675519b9f4febc3,520.6138870679765
d031950ce836c84a23aa3fd3664486570b9b4d65,487.3906719711892
03e1439717d7341079c5043a90d365be72233250,520.7091472585084
eed98807ac17df1dc6ee3bc9b309dbaf5877d1f3,-12.709144462683042
98af3ba198b1ca26628ac2bb8fbdd8af8902095d,547.5865005771439
1eaeb97350a2615c3919810e6d06a7946e5e757b,517.8056153439563
bf7ebd7de4aa72539f5ed6774bc2802f1993b738,447.61188745379155
4d95ee0503a04c12fbf856e4b4c60c33a8999544,491.6812631294994
22bb50232852da4c2febdab4aa5962c38e7334a0,519.8244331437597
1e9b23757eec6214854ca78cef670574cc3b19e4,17.30060227450072
f3e0a2382e5a65260f0f14140fc524f8a70bdc35,427.52888698354764
4e42b320266ddbdf6594150c31e84e01b497652c,473.5363107678542
a7cacf6d0093282c06871b491a5eb051c6607d26,510.8275083827194
8717be03fa6968e48e4967619bda66c713f61ec3,449.15959850800726
5a57fce709ef74bfcbb058234a7cf7b1c8f3af3d,375.97469832101876
eebf93dbf6cb239796f56ec1b398362911d9cd54,438.92764831046424
ba93dcd6a4b237cb44137392abb7b647ddad9739,438.62586184991125
0cfa2bf74400b35d0e0368eb530fbaa5e582ed4b,519.7690971626591
51c051b3157a4fa56457dc1696043a6945ae7c73,-8.965051434670116
2009fdd3ba0a1005cb3baf947bc75d0a3cc493df,26.748562288081118
a7a650b1e3dccf2c662508e864bd777dfb3c200f,417.4899777381222
9e73241d14a0b9bbcd83c611fbed9edfa4adaa1b,481.82186153821743
2835157671858ff6dac6b57ced59bc73a0b9a633,488.53543878941304
fdc94e24ff042c196e04ac9c5eef262ec8b8a2c3,470.38879784107354
a4d0feda8eeeb82226a162d5524cafc764eb9d22,488.5507844364416
aa8122f30d3f5b7fd8b166256b1571c35d49601a,483.4717724187404
6752e42f3ebbed2f0ec58b048c68f70814ab0713,465.91785053434415
fcc621ace70bc70010ae6eab7d86875b8a1c3a38,385.3724801569172
fadb923a902581188f61177cfd58b670ff0f7ceb,539.0319156325788
8a174ad1765535f8ab65645a855f548523fdbe02,427.3745227767545
e7d86f554f6b0769f663899e368651151af95774,23.179924147164456
0357d546ed52f913d5464660e64a812f7bf8d915,24.31098523177127
87206210a7d4d23e4bbdac7d45581bd589ae64c0,476.9227057600918
7e7a20512eb6df91484c9d1eea60e612bbf301cc,521.8885372859111
1cc1bfaa59aeadafeb0bfcf0ef805429b7745a98,468.92875535892057
3e6f3ac2569cde093aab23213fecf56ca3701a78,37.56220924534364
5129165bfcd19d7dc95d24b76376ace5f10c8081,19.084921344959042
c42707fd808f3fd1a7708ac328996632a6187a1a,21.220150189609868
ee7d3d910c75b17cbefdea0cbd0c5214f5fefa83,-10.096112519276929
4c063f083fee8847286bc52371fa0c5aaa09f0b7,469.34197388711954
c2dfeac25bb0c907d6651c198f6e71ac6249677f,485.2219832254871
8569ee82e0e1624f7aef2146f076eed443c7fd32,0.36662466379308967
5aae4074e0f5b5c3455b71a7729187a8ca25229f,532.0411852354046
d9fb04a05ad13967c2a42917782811e19386fbf9,413.9870797926218
c714fcc783487bc006ebedb55e1cdd5663917bdd,470.3383655173711
63d584b32460018ab3335267746c8de15e049981,494.77891472334267
bd2b0237f560ab44b1961da7d3706c7023bc48f7,526.3243979159663
4342bb570e251aa4a9113c0c83b4cd2bea8db391,17.30060227450072
72d744c8f501e6e3a1639c8292b5e728143529f0,437.6303075106701
d3273acf1047b96633e0d904c5e6eeec9a1f95fa,474.14693673576977
3e2e716b7921e196f6e32caec0ce51bae63c19f8,17.30060227450072
f5082606e320cddbfc5f5bbe85524e455c770fa4,526.201031121233
2e795180d788d5199779ecb1ebb9d6dc77dccda7,-12.709144462683042
fbc678a45a334a9366916cf09fb81df73ef09d73,23.179924147164456
f8a4ad59e507662321822c1933e917e19e5e408b,524.7468189811334
ec2e08e6ccef3c5a0975b5ffe1426e6059fb09db,1.6625312260505467
8a7ea23bff3e12369d2c8d616da70cf7250c0020,0.3560152543474828
a89064235ebe9e1b94a54ae71e5ffcfd3fae1e22,-6.1765646041677655
10a6174233a6b8aca78021b25f49bc6ec012a16f,479.61197873525106
018afb08b9458cff3750608a6e1d568aa4e6e8af,444.6599183140168
20d4ee9eebe3ff8e3dccbe2258fc0a2078012701,497.5370622840863
a5eaea4e557fc1e4a3dfe25ebe71868502d6703c,465.1432325988813
c77e9fb79feedce7fb1e2b6e3a2ac7fd606b6ff5,507.961575019995
4c69c29a7293b85cfc7312cdd3bf5f981ee37a27,409.4779623245007
d5e7db7dcd57ca22fe16d4384ea22c71532ae64b,510.2436322446517
81b8c602d004f021c954c0ccd1335d9f08cab85a,483.9505094305271
3409bedaeb05ed8a2f813578cb9dbc021d3b1db5,440.5718166444472
edfce90bd27601c8fd7585bab723befd0b31c816,486.24584573796886
eefe96eab52f6756d8b59406e0ec30828b9386b4,15.994086302797655
857384523e8513c7234e05611aee476092041f70,525.6740389745587
309f345eda8af9c2aef4f24c959003ad262f8012,507.7429566767892
8c9647f34666f07ed58d9c7c682670108ddd54f7,15.34082831694613
59dbe08f54be241885399789426c1fbcb6ed0867,467.25203078533553
2fa2187e67476a9f5575ba19969ef75b4e73c6fd,438.9192020187948
fdf7dc9814fe03348756c34196cd03f52fa5fa63,433.33090647947466
afd53fa1d987aaa2e763f862f12ef36a852566f3,485.75382964339707
d9ef655e0ba3991dbd3c3d1bcd6eeb3e38099dd8,519.362511030625
55a96c4c30bbbdafa661c018f630e574ef2f65b4,450.1574528397727
f01fd43712390db53b1447378d4ef5719b65166e,-0.297242731504042
22a7ee8520267ed8db586729149bf3d3fe77934c,31.496823076138043
b340a09ad56b08e08615fb50416fb566a30d42f3,495.2285533298411
582671379ef65d2887b9efb3c62bd420285e95d4,420.8236802103997
94e22d092f0ed45953c8e6e5261cb503270883cb,40.01039571109911
462f04616be7f879b8b5bbb3fe411f2675c5d9ef,-7.658535462967066
24c8adf171c226b0523a8bbbd8241bc950fc7531,23.004469260068205
f30a49704a2acc879681297dcd57a2c34c3c2530,496.2553430765577
b3eb64c57e640c9c5f0349a5f001a41fd5a240ad,27.09947206227362
82dfa69b6904c7f0c6086efe225ede7abf6f003e,-3.7283781384123102
750aad932cf6f771240bcf08d1705154e894cdd8,502.9088764823877
e0e6ef829067fd6ab44a766f71376ed5111b9ac2,23.179924147164456
53997b4b5480dddab6c59b707d4e959e6e544a71,331.6526855354959
d91b87f90e05dcc7e70465ed6e1c36bbbec39713,425.7985692835776
14bd7b5c7d377562a141d3131f408ebe7aae481a,495.1770754409824
0e22e777a0080d5208dc855e59e3c9e3cb540191,-15.322176406089142
42e8a478c47f7f0eee6966c3dbdd6e1ec584bb91,471.9399480199664
07c6b6039f469f76e844334e63eab65c753ad956,-19.241724321198305
3556d080046a774c2213ca1ba5d56ef08fdb747f,23.179924147164456
8bf2966406a77ed1429c0ba4af28e5b1b6f7d881,525.8176307575777
8e807b20eff8a5cf4cc919a127e970d6d1345c74,513.4474108922125
b6882469dff4b4b60e6a8bcb8d27b9d4e5ede351,540.1402558223938
517a9af224abc88fcaaea82d476cd996564f3293,468.2427381312752
8da0a9d24f846b26c26bffe1c9186af2f3ca26bc,16.647344288649194
4353b8ad44a879a3ab76b1096b4e737315f8545f,-23.161272236307468
92f12384f340087672ba08bcaf639344c9e80f00,500.2947833535331
b8e0050462418c314ed971c9efc94fb02af0fdbe,15.34082831694613
a61ec24614c363b53d72edcdde02a9f821eb89a1,436.57427298625015
08eb607a8b28000cb4f26a9e7019d63b4c55e902,-12.709144462683042
ca808aedc857353364a62c1aca1dc9adf59759e1,-14.844373307333868
f4fcfe498b101aee7210cf9394e470b2dc447968,454.1157037681307
9b4cae65ab82aad5573596707a4aa3518181f976,454.35095507918817
53c2eb13ebf7148eb6501552d04d50e2925f9743,19.260376232055293
c8cdd96c2b0a46839798b18559bd20900000aa05,430.3349952776285
73258f555b74056837231bbade5c9eb6c5a9878f,-0.297242731504042
ca4fb61be25aa4353c6af65af0352d51c8b17f9a,467.5914163971972
f60f16f31f37449eb3b002aac4db0fbde2d2b33a,479.3229288250705
9f25c319478c436a84cae7c1bd49a148436836bf,-17.935208349495255
299823076f11ab9c2c51115310c61a11e8659278,20.566892203758343
9da7beb821682539a0a07966d75e8b03cdf444ed,552.4736995519759
d59812b653f8782fc53586b8a524e59dddb23a1e,496.36397976888924
31ce0872ec2b7787d3616ee7d4947c65c78c2e93,498.3354341099984
620582ca7b90c409fa5f1b9fa1a1605ea63c05dc,464.3156543893786
32c8b3b8de187da7305d2b23e83025db6dbd87d6,471.831311327635
3d45dffbb8f5c2535e2b46228dde95f0c5a4bc00,456.75484075794935
fa5272f7722bcaaaa5a6d15130d3a1e44a71ef02,455.4434474572227
0c64839d956bf6e491264de7bb10dd646467f357,444.1418929055705
f6b3e9262d4397060ce08900179ea24c0ba14c04,490.08858228950925
bf4f76c53afc43e19621162673c2c3f4b264418c,522.1886188116525
d3447fd551af32034372639d1b558e71d2c866ed,448.4388739647305
7239866ce6aa24d4647a87f654bc1d68581da2aa,521.090163682722
8337c3d50f8e0787d7ab12b93e8cda383991c7f9,32.15008106198958
150d56a23ae7a9543d7292469101478aa09e60bd,-6.1765646041677655
aec2eab235e507bd6286d1c7314cb7784f516889,514.3221391160912
376bcf710826712459a25baea020fa5464e03032,-10.096112519276929
0c6aaa26d05ca7bd73e2a1b50729a421a8cc7d0c,452.3394042447214
d1a84a7b21ddfb295f2ad4941b8de81095443fa2,-6.1765646041677655
72e0e7ad909251afd0b4580ceb833501336ec639,472.93510405770184
f602422813d9ab524a17d32aded62a4d8a27c9a9,445.29572908382244
bbfd7ed187a5221d8c6d5b6068bebe4eab6c99a8,498.1833457197552
5a55a09ad2267fcd404acc484b6943a3a836753d,528.6122737360342
bd78cf68615e5e468e7252cd18a91a024d96f847,513.0413676646099
34175228f69b09f6335d2bc4e18d00edc65b39cf,15.34082831694613
c58d14ec5e4cd3bd40ec36632b0e9bcfe8044a28,451.13292796808554
5e6f59b61b137cbe8ecb3166fbfcf44e22f83d6b,-4.870048632464716
de68f5af54885d8b78c5b87bfc642bdfccb1d1fa,14.687570331094605
891308d3abc9cc275f741fda6a33df4197712704,455.15842374204016
74623ffaa2b51ad948b12292033a859980a0a419,461.55593822145187
dfd02b263233e7b11f9309fdd3c4d17e15e1689c,465.5012306567825
0906761b2082633c7e76c4cf2128a2f109182de8,576.6173542577087
dd32d2e8acba338c8af517727e8988c6532c6e92,10.114764430133917
b13478c2f1190fae3a1bd9e2ad93015a7ef20c97,469.49682845807234
7f42344bc2d42f4e67624aca46c9e78309587342,-2.4324715761548674
0db928ffef309aecbb9e27c711e0f024068ac78f,414.1054558439017
a1c157beabb691d3a11382fb5a2874769b34c117,426.93064222792043
c7ec950313b2d816546f366ed22be0d30f008f03,442.93131992682453
974b707eb2896a22ff6d05552b0459a14a7fa469,532.6733525409531
106957a6a1d711d7046b192370ef413ca28aa61c,322.6825286206708
3f829b5f479fecc05bf511bb8c13b82301ed9c1c,-12.709144462683042
19c8396f03e015cf57d5631e1df95b55af6c8323,535.0550954845955
304598d70d3739397f6f4e05bab31fbbc20807cb,27.09947206227362
3130da1c132477a91cbe06c26500b6a828943699,518.7235088012214
28bd9d4d7eafeee666fb7bea60a22402197b8f95,529.2748792194607
17aca50105e23818f4aa9f8408b85c167ff414e6,600.8779011168358
0a8495a10e38e8ac598b5625538c7392239cb086,17.30060227450072
2bb6e54e34680b787b036e46a1f3870d86b34a8b,-6.1765646041677655
7e9a2ba3999e983fda4d20e509c705fb1818066e,462.7809771676037
a30460ce8b32e163bf3955219a52a5061b7bc6d5,484.19289847808244
ac5057ba1f029c2c37bc55c82f3ea3e4b8bcb0ce,586.9512784156962
536fc03083cd93ede61146813d0fad69738a03c9,19.084921344959042
1d801f4c5112b59ff69acd0d4da53b60884848c4,561.0005536872791
f4c392c14d97d353d25c42b89fce2d7e4248c434,501.0928762386521
9d51cccdc060a8fe69e5851a80eb5cc467a6e497,516.6970114936466
ac273ff8e5ce50ead70cab0d856a669cbbae9f25,562.3307665899786
5a58486b91bf58b11183e5f7ad9419913dbce4e6,480.540123036574
d9e442cd7b6ed34d48db9596b001d83677e83bf3,516.6007572160709
b63d9f6e6f7172d9354ecb04f183a99110d5283d,434.38490573402504
26db4aa4044b012a120e5ac70a854946ccc6e099,494.9861949392013
77d188a7a3371040ab4df7af2a9b5a73fcca81f7,470.89312406601226
6c9664384b2877d3aaf5f522f456f1a3f8e769d1,492.73219387484727
412e2c6081d149c3f67871052d531aa7c5d404aa,443.7964834446206
9dacadba73972070c4bb6ac9f380e5069ea4d894,478.4965295439875
bba70fd9ab64936a169324515a4c3922d6c73bb5,495.48463852548974
10301678ca557d747aacd8fac013a84ea9c09739,486.7064094548786
3b2ef94964ac055274c592bc59564e59639b5d03,444.6539124812961
c822114351812c4926200a9b8ae41eb1d43ee670,15.34082831694613
3849aba9ab22cf00d08ace344b519c2f17cf8648,504.3054106852241
75fcfee5d24e5ba9cfb85fd4f6ad8fee7e33dd43,23.179924147164456
4cf61ceee71814983f9ce9cc0bb75b48a42a7637,-12.709144462683042
95682337090dbba397ab4108bb61bbae6b3c997b,458.7678473156977
d6d2e4f5ba2df446c23865387fce7ff04e4ad2bc,488.61466357490775
015f8adf51a35c0c378609dffbdd3bb9ccf305fa,-10.096112519276929
83ce0628ad6cae02ad894cc4d7ad06ac24d3138c,363.7078814810936
736663c39c2ba22438eaaff7d5290616bf7a2b96,-3.914442434954168
b99ecd47e3270f74b1135578271cda0a95742501,481.8702205730604
c231eb24bdea3fcfa1dac34612a4056522ffda9f,372.31391028790387
059fec4f9951976998ad183914081cdb50b44640,452.54046483767644
2670836906c3a8ecfdca633b384e529aaecb8667,-10.096112519276929
3f4a36c3346ce2bb03c378711b1fb4ece91137fc,492.92612176488075
e54a19d116557e2328ecb7d6ecf60aadf05b1985,520.3325755122739
98d2bdc171398093bd03331822c27a355e7af8ed,483.07844699731805
6ae98dac4928f11ac3ee832f9311e4a154512687,540.2811593714077
7035df59ec3d8a7ea8bc7d8ce8de9bc175b670d3,469.07673936378643
a177702dcf22c979942a0ac4cfcc793f992677ed,-14.191115321482343
9ad10dbe410b512c723af090809133bb11355c8e,452.7786551296111
a310d748830dab87e9b32498e4a2d999a4e5705a,480.842253675201
fd0981f00063d0a04d16cd9322c7e89b706d94f6,524.9682532211225
4b0ff2c2ef2dd29d3522fcbcd586ffcc0064e093,525.2474752389337
ca8fcf8ae3dc894c8058ecc40dd51c59c38d845b,502.1460948662886
5400f53163216450e5a59b75d5db197b86f16e50,483.9288898925735
8e53aadc7b2ab6502851d790cfafd43ef8245b89,399.0308513230024
44a2c5031f8adb69af05eb9f76cf08df1850879b,529.9311936487759
7600870c4227ee09c2c62c886439e56bdf6269e0,475.5000311122853
9d4285d5663e81c7044d467c9a152e68459eb0a8,23.179924147164456
702bc4df56556adae3334d928de1a0fd386fae3c,415.8884330108415
b702a322d36ca84670e158153f824392393b9799,23.179924147164456
ebc61af8c975c229f435d187dff3c59db88666df,421.266692970843
8b05c27d5985aeaf8f5a0fea602323d764d3566e,-14.191115321482343
163a2089480ba5df1947c8ca02ec0b0b0cee8db3,437.69836129795095
4002b8a7851f5f47e6251420e6dfc06b7c8c5d4d,538.5695952179381
670e012b3fcfa2dc2a892c497c76f5ec444d72fe,43.441531118007376
3b7deb8765e8a2465646eeff78e2744bfceae7e4,463.0879431024478
56c88a8161d46edc052dccb5a4dbaed5fe4928f6,518.9352400856333
e9c2dc0d410273576eca4914adf5eef1a44033b7,447.6071255751212
4ae12dce09980711fc220810e11bf4e0fffcba9f,486.000851004588
5f68b6b99e2ffc2644724ed46dc4d94af5f509ef,531.0676963098956
eebd15d8257552b102b7ed80a23778af750eeb9c,561.1124858233036
e552995b0a37cef49431d5c32a4ead0b4d3a14f3,483.32644691163813
7d2268cc10f4dccdf2a4ec5c5a70309c6032d34c,547.9355517250742
6e8f08662cb3283d8cd0ed373f5d1b103dc3f7e5,456.77362552965525
e0dc9dcf25f1a215eac2a0482085f052b2799906,-10.096112519276929
23d6055e561af5c7fd346e1431da251d71d7fc48,27.752730048125144
3244b0cfd7f161bdba4989532bf3a771f32e513b,545.0940047300212
ca4e925193b0ebaae2c6ecce144ab9b100d83a0b,464.1943680019039
5e052a2345fc568dbc76222fd157412c07c7de26,487.81621655417183
91ab20523fcc28b673e3d61f33cd5916d4de550b,-10.096112519276929
033ab68285cc9c75c1d82c074b2926d9603e4439,497.95939713748754
6224fbb5c1b85577caa8e96bf5fffb7f87b42f0e,501.21657074154285
3d88fc3dc6f58321d494660ad9c8aec6f69e11a6,-4.870048632464716
701cc37e6a4d475c079acb51811e1b746ad1a6f5,498.59047430878064
46c20291b3f7f59dcc48671090666cd687d89184,519.8693229618782
fb7e4ca9b0e2a3d510dab23bc2e4ac4bf938c4cb,8.154990472579343
4f0444cfbd3f9e5f727428b6c68e7789d5222527,376.72815138000567
e800eed4b8f5afcb0fbc3f6c25268b70677e3a4b,509.99146221067457
72ea508b6803e53bc072c6ee2c04c95798710098,476.1620466744251
4b1e94425024d65a5e41d95c614ce98be15d6164,535.6480051441886
92edf9f4de6d60ca595a4ad31024ed823e98782e,-4.870048632464716
b6863dcdb70f063572b53fa5d258f3a8323cee85,453.08272970327886
d432d36d72bb496e594270eadc9d1cdb26ed3f87,472.37716821367127
